sport,season,competition_name,event_i_d,event_name_short,event_gender,competition_date,name,person_i_d,person_age_days,country,rank,snatch1,snatch1_success,snatch2,snatch2_success,snatch3,snatch3_success,cj1,cj1_success,cj2,cj2_success,cj3,cj3_success,total
Weightlifting,2024,Phuket,100017489,96kg ,Men,2024-04-07,HAMADA Mohammed K H,2085935,8060.0,PLE,9.0,100,True,0,False,0,False,120,True,0,False,0,False,220
Weightlifting,2024,Phuket,100017489,96kg ,Men,2024-04-07,IMADOUCHENE Romain Jordan Sebastien,1344154,10442.0,FRA,,0,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017489,96kg ,Men,2024-04-07,MASHEGO Vuyani,2085938,11733.0,RSA,7.0,122,True,127,False,127,True,157,True,162,False,162,False,284
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,MENDEZ PEREZ Arley,857638,11054.0,CHI,,163,False,163,False,163,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,ASAYONAK Petr,858595,11361.0,RUS,,163,False,163,False,163,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,MUELLER Nico,858661,11113.0,GER,,160,False,160,False,163,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,PENT Leho,863773,12423.0,EST,,150,True,155,False,156,False,185,False,187,False,187,False,0
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,KARAPETYAN Andranik,940752,10340.0,ARM,,170,False,171,False,175,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,TIAN Tao,1043671,10956.0,CHN,,171,True,176,False,177,False,215,False,226,False,226,False,0
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,PIZZOLATO Antonino,1093396,10091.0,ITA,4.0,170,True,175,False,176,False,210,False,210,True,215,False,380
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,DAMRON Nathan Charles,1093516,10197.0,USA,,165,False,166,False,167,False,196,True,205,False,206,False,0
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,CUMMINGS JR Clarence,1163018,8705.0,USA,,143,True,148,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,IAKOVIDIS Theodoros,1163386,12107.0,GRE,15.0,153,True,158,False,160,False,183,True,187,False,190,False,336
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,YU Dongju,1182793,11188.0,KOR,5.0,163,True,166,True,168,False,200,True,209,False,209,True,375
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,SANTAVY Boady Robert,1273552,9816.0,CAN,,167,False,168,False,169,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,BROWN Sean Kevin,1350214,11996.0,IRL,18.0,142,False,142,True,147,True,171,True,176,False,178,False,318
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,LOPEZ LOPEZ Yeison,1378064,9219.0,COL,2.0,175,True,181,False,182,True,205,True,210,True,215,False,392
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,BELLEMARRE Alex,1393713,9420.0,CAN,7.0,163,True,167,True,170,False,195,False,195,True,200,False,362
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,VALLENILLA SANCHEZ Keydomar Giovanni,1414981,8947.0,VEN,,165,True,168,False,169,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,MEZINSKIS Armands,1415839,8611.0,LAT,11.0,156,False,156,False,160,True,195,True,200,False,201,False,355
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,SAEZ VERA Olfides,1497880,10787.0,CUB,8.0,160,True,165,False,165,False,200,True,206,False,210,False,360
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,BALUSHI Issa Rajab Mohammed Al Balushi,1645417,8319.0,UAE,19.0,125,True,132,False,132,True,155,False,155,True,160,False,287
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,HSIEH Meng-En,1645477,8346.0,TPE,10.0,155,False,155,False,155,True,192,False,192,True,200,True,355
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,SHOHRADOV Shatlyk,1645517,8799.0,TKM,9.0,162,True,165,False,165,False,195,True,202,False,202,False,357
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,BRUCE Kyle John Ryan Christopher P,1664944,9035.0,AUS,16.0,145,True,149,False,149,True,187,False,187,False,187,True,336
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,ROBU Marin,1709777,8784.0,MDA,,165,True,169,False,169,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,AL-KHANJARI Amur Salim Ramadhan,1715820,8573.0,OMA,,0,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,MOLDODOSOV Emil,1715848,8649.0,KGZ,12.0,153,True,157,False,160,True,182,True,187,True,190,False,347
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,TORAYEV Gaygysyz,1790255,7666.0,TKM,,153,False,153,False,155,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,ESCUDERO ORDONEZ Ivan Andres,1813780,8486.0,ECU,,157,False,157,False,157,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,ATENCIA PRIOU Amel Karim,1813867,8083.0,PER,14.0,150,False,150,True,156,False,180,True,187,False,190,True,340
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,LI Dayin,1814437,9257.0,CHN,3.0,173,True,178,False,178,False,210,False,210,True,216,False,383
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,NASAR Karlos May,1954070,7238.0,BUL,1.0,170,True,176,True,181,True,215,True,224,False,224,False,396
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,ASANIDZE Saba,1954085,7670.0,GEO,13.0,146,True,150,True,152,True,183,True,187,True,191,True,343
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,JAVADI ALIABADI Mir Mostafa,1967367,8689.0,IRI,,160,True,0,False,0,False,206,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,SAXTON Oliver Riley,1999260,7720.0,AUS,17.0,145,False,145,True,150,True,185,False,185,True,188,False,335
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,ZAFARJONOV Sarvarbek,2061902,8655.0,UZB,,164,True,168,False,168,False,190,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,PETROVICH Sergey,2408834,8432.0,KAZ,6.0,163,True,167,True,171,False,190,True,196,False,196,True,363
Weightlifting,2024,Phuket,100017486,89kg ,Men,2024-04-05,OON Yuen Tzern,2521208,,SGP,20.0,120,True,125,True,130,True,145,True,152,False,155,False,275
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,KASABIJEW Arsen,565826,13294.0,POL,,162,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,PLESNIEKS Arturs,728079,11766.0,LAT,14.0,165,True,173,False,174,False,205,True,215,False,227,False,370
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,HOFMANN Matthaeus Klaus Lorant Georg,858622,10877.0,GER,,170,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,MOCHIDA Ryunosuke,1043068,11252.0,JPN,,168,True,173,True,176,False,206,False,218,False,218,False,0
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,DEHDAR Reza,1093517,10508.0,IRI,7.0,172,True,176,True,179,True,208,True,214,False,214,False,387
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,SUMPRADIT Sarat,1144754,10949.0,THA,,172,False,172,False,173,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,GASPARYAN Samvel,1163252,9632.0,ARM,,172,True,177,False,181,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,VAUTARD Brandon Robert Jean,1236510,10073.0,FRA,20.0,150,False,150,True,160,False,206,True,211,False,211,False,356
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,CHEN Po-Jen,1263849,9464.0,TPE,,176,False,178,False,178,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,PAREDES MONTANO Lesman,1275589,10202.0,BRN,4.0,181,True,186,True,0,False,212,True,0,False,0,False,398
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,KACINSKAS Irmantas,1350205,11733.0,LTU,24.0,145,False,145,True,151,False,175,False,177,True,184,False,322
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,RIVAS MOSQUERA Jhonatan,1378119,9403.0,COL,,175,True,180,False,180,False,208,False,214,False,214,False,0
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,JIN Yunseong,1393752,10407.0,KOR,,175,False,178,False,178,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,CHKHEIDZE Irakli,1415890,9225.0,GEO,11.0,170,True,174,False,174,False,211,True,222,False,0,False,381
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,ABUZRIBA Ahmed Mustafa Ahmed,1442942,8758.0,LBA,16.0,158,True,163,True,169,False,192,True,198,True,201,False,361
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,OPELOGE Don,1465760,9097.0,SAM,6.0,170,False,170,False,170,True,215,False,215,True,221,True,391
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,KITTS Wesley Brian,1485250,12375.0,USA,,0,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,ELBAKH Fares Ibrahim E. H.,1495832,9499.0,QAT,,0,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,RASULBEKOV Bekdoolot,1495833,10070.0,KGZ,9.0,165,True,170,False,172,False,208,True,218,True,220,True,385
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,RAINIBOGI Taniela Tuisuva,1499842,9486.0,FIJ,15.0,162,True,167,False,170,False,202,True,206,False,206,False,364
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,UIKILIFI JR Joshua Makafana,1506190,12204.0,TGA,23.0,140,True,145,True,150,False,180,True,185,True,190,False,330
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,BACHA Aymen,1546629,8931.0,TUN,,176,False,176,False,176,True,206,False,207,False,210,False,0
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,JANG Yeonhak,1583482,9915.0,KOR,,175,True,180,False,180,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,MUGURDUMOV Artur,1644273,13090.0,ISR,17.0,155,True,159,True,163,True,198,True,203,False,205,False,361
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,TSIKHANTSOU Yauheni,1666683,9287.0,RUS,3.0,175,True,180,False,183,True,210,True,217,True,225,False,400
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,BURGER Ruben,1713147,12090.0,RSA,25.0,130,True,135,True,140,False,160,True,165,False,168,False,295
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,EZZEDDIN Alghafeer,1792212,8680.0,UAE,,160,True,164,True,167,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,ZALDIVAR MELIAN Juan Carlos,1818354,9178.0,CUB,19.0,158,False,158,True,163,False,200,True,207,False,210,False,358
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,GARCES FRANCO Oscar Andres,1923035,9330.0,COL,,165,False,165,False,170,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,SHUKURLU Ali,1926555,7456.0,AZE,13.0,167,True,172,False,175,False,200,True,205,True,210,True,377
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,KARAPETYAN Garik,1954089,7607.0,ARM,2.0,180,True,185,False,185,True,212,True,216,True,0,False,401
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,SHARANKOU Siarhei,2017218,7968.0,RUS,10.0,175,True,180,False,182,False,207,True,212,False,215,False,382
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,BRATU Tudor,2036419,7864.0,MDA,12.0,170,True,173,True,176,False,205,True,219,False,219,False,378
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,ALSALLAJ Asem Mousa Husam,2246763,7242.0,JOR,22.0,135,True,141,True,146,True,175,True,182,True,191,True,337
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,HASANBAYEV Davranbek,2356960,8506.0,TKM,5.0,180,True,185,True,187,True,205,True,207,False,207,False,392
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,MATYAKUBOV Shahzadbek,2356972,7343.0,TKM,8.0,173,False,173,True,176,True,210,True,217,False,217,False,386
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,CHEN Hsiang-Yu,2368249,8516.0,TPE,21.0,150,False,150,True,155,True,190,False,191,False,191,True,346
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,LIU Huanhua,2372267,8267.0,CHN,1.0,175,True,181,True,186,False,220,True,225,True,232,True,413
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,SALEM Yasser Usama Hemdan Mohamed,2410833,7885.0,EGY,,170,False,170,False,170,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017492,102kg ,Men,2024-04-08,MORA ROMERO Ramiro,2521216,,WRT,18.0,157,True,162,True,165,False,197,True,0,False,0,False,359
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,LI Wenwen,1967403,8743.0,CHN,1.0,133,True,140,True,145,True,170,True,180,True,0,False,325
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,PEREZ REVERON Naryury Alexandra,863868,11516.0,VEN,6.0,114,True,117,True,119,True,143,True,148,True,151,False,267
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,ABBAS Halima Abdelazim Sedky,1042978,10568.0,EGY,,0,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,SIPAIA Iuniarra,1193874,11247.0,SAM,7.0,105,True,110,True,112,True,150,True,155,True,160,False,267
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,AYOVI CABEZAS Lisseth Betzaida,1236310,9378.0,ECU,,0,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,SANTANA PEGUERO Crismery Dominga,1236659,10583.0,DOM,,112,True,116,False,116,True,140,False,140,False,0,False,0
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,SON Younghee,1264389,11309.0,KOR,3.0,122,True,127,False,128,False,161,True,171,False,177,False,283
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,CHAIDEE Duangaksorn,1303845,9739.0,THA,4.0,115,True,119,True,122,True,150,True,155,True,158,True,280
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,FISCHER Sarah,1415711,8553.0,AUT,10.0,100,True,104,True,107,False,132,False,132,True,0,False,236
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,HOTFRID Anastasiia,1452309,10212.0,GEO,,0,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,UCELO MARROQUIN Scarleth Vanessa,1504045,8769.0,GUA,13.0,75,True,80,False,80,False,100,True,105,True,110,False,180
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,JABBOROVA Tursunoy,1645609,8073.0,UZB,,115,True,119,True,121,False,138,False,138,False,142,False,0
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,AKMAL Nurul,1674827,11380.0,INA,,107,True,115,False,115,False,145,False,147,False,150,False,0
Weightlifting,2024,Phuket,100017495,109kg ,Men,2024-04-10,DJURAEV Akbar,1666644,8951.0,UZB,1.0,180,True,185,True,189,True,220,True,227,True,0,False,416
Weightlifting,2024,Phuket,100017495,109kg ,Men,2024-04-10,VIERA ESPINOZA Hernan Moises,857697,11407.0,PER,5.0,145,True,150,True,155,False,205,False,205,True,210,True,360
Weightlifting,2024,Phuket,100017495,109kg ,Men,2024-04-10,DADASHBAYLI Dadash,1093412,10131.0,AZE,2.0,171,True,177,True,181,False,205,True,211,True,0,False,388
Weightlifting,2024,Phuket,100017495,109kg ,Men,2024-04-10,LOMTADZE Zaza,1645600,8338.0,GEO,3.0,160,True,165,True,170,True,202,False,202,True,209,True,379
Weightlifting,2024,Phuket,100017495,109kg ,Men,2024-04-10,AMRIDDINOV Sharofiddin,2092588,7957.0,UZB,4.0,170,True,176,False,176,False,195,True,203,True,208,True,378
Weightlifting,2024,Phuket,100017495,109kg ,Men,2024-04-10,MEIRAM Sultan,2295279,7824.0,KAZ,6.0,140,True,150,True,155,False,180,True,190,True,195,False,340
Weightlifting,2024,Phuket,100017495,109kg ,Men,2024-04-10,MA Ching-Chieh,2408823,7481.0,TPE,7.0,140,True,150,False,150,True,180,True,190,False,190,False,330
Weightlifting,2024,Phuket,100017495,109kg ,Men,2024-04-10,CHANDLER Liam,2430975,7210.0,RSA,8.0,133,True,138,False,140,False,152,False,153,True,157,False,286
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,LALAYAN Varazdat,1534476,9112.0,ARM,1.0,205,True,210,True,215,False,243,True,253,True,0,False,463
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,ALNAJJAR M Moayad M,2092613,8815.0,UAE,,170,False,171,False,171,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,MINASYAN Gor Tigran A.,858563,10761.0,BRN,,0,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,NAGY Peter,649479,13965.0,HUN,,0,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,ELSAYED Abdelrahman Mohamed A. A.,684423,12746.0,EGY,,0,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,BIDANI Walid,858319,10749.0,ALG,6.0,190,True,197,True,202,False,216,False,220,True,229,True,426
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,LITVINOV David,858558,11158.0,ISR,14.0,167,True,172,False,172,False,205,True,210,True,215,False,377
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,ASAAD Man,858594,11100.0,SYR,,0,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,TALAKHADZE Lasha,858697,11149.0,GEO,,0,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,TOYCHYYEV Hojamuhammet,859841,11774.0,TKM,12.0,170,True,174,False,174,False,210,True,213,True,216,False,383
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,SEIM Mart,1031410,12223.0,EST,,180,False,180,True,185,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,LEMUS CALANCHE Gilberto Antonio,1042966,11024.0,GUA,17.0,163,False,163,True,168,False,190,True,195,False,196,False,353
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,MARTIROSYAN Simon,1093565,9915.0,ARM,4.0,195,True,202,False,202,False,245,True,253,False,253,False,440
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,MURAKAMI Eishiro,1145334,10474.0,JPN,,185,True,190,True,192,False,232,False,232,False,237,False,0
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,CHINEN Kosuke,1145341,10176.0,JPN,,188,True,191,False,191,False,218,False,234,False,235,False,0
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,KAJDOCI Tamas,1163275,9852.0,SRB,,0,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,WILKES Caine Morgan,1223508,13425.0,USA,11.0,170,True,175,False,175,False,208,True,214,True,221,False,384
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,MAO Sanele,1236316,14094.0,SAM,,180,False,180,True,185,False,225,False,225,False,234,False,0
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,COULLET Anthony Jean Pierre,1236638,9953.0,FRA,,159,True,164,True,169,False,210,False,228,False,228,False,0
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,MEDINA ANDUEZA Josue Said,1275575,9432.0,MEX,15.0,163,True,167,False,168,True,200,True,205,False,207,True,375
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,LITI David Andrew,1343901,9771.0,NZL,,175,True,181,True,185,False,228,False,228,False,0,False,0
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,KAGISO Bokang Alphius,1343951,9874.0,BOT,,0,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,KUCERA Kamil,1439283,14268.0,CZE,9.0,176,True,184,False,185,False,220,False,222,True,229,False,398
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,KUWORGE Enzo Kofi,1441335,8259.0,NED,8.0,175,True,179,True,182,False,225,True,235,False,0,False,404
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,DAVOUDI Ali,1546611,9152.0,IRI,2.0,195,True,200,False,202,True,240,True,252,True,0,False,454
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,PANYA Rungsuriya,1645507,8789.0,THA,16.0,152,True,156,True,160,False,202,True,207,False,208,False,358
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,ZIAZIULIN Eduard,1666649,9296.0,RUS,,200,False,200,False,201,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,BHANDARI Sagar,1715874,8310.0,NEP,20.0,127,True,134,True,136,False,165,True,172,True,175,False,306
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,EVERETT Quinn Ivan Clark,1968726,11444.0,CAN,18.0,150,True,155,True,160,False,190,False,190,True,195,True,350
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,DONG Bing-Cheng,2066440,8788.0,TPE,10.0,172,True,176,False,178,False,210,True,216,False,216,True,388
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,SHARIFIKELARIJANI Ayat,2092594,8735.0,IRI,3.0,184,True,192,True,201,True,230,True,246,True,252,False,447
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,RUBAIAWI Ali Ammar Yusur,2198792,7192.0,IRQ,5.0,195,False,195,True,199,False,232,True,0,False,0,False,427
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,BOUAMR Bilal,2246774,7344.0,MAR,19.0,147,True,152,True,156,False,185,False,190,True,192,False,342
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,MEDINA Alejandro Jose,2323521,10256.0,USA,13.0,170,True,175,False,178,False,200,True,210,True,221,False,380
Weightlifting,2024,Phuket,100017498,+109kg ,Men,2024-04-11,JO Seongbin,2372274,10767.0,KOR,7.0,183,False,187,True,190,False,220,True,230,False,0,False,407
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,CAMPBELL Emily Jade,1703592,10932.0,GBR,,0,False,0,False,0,False,0,False,0,False,0,False,0
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,WANG Ling Chen,1958331,7601.0,TPE,8.0,110,True,115,True,118,True,140,True,144,True,148,True,266
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,PARK Hyejeong,2066322,7434.0,KOR,2.0,123,True,128,True,130,True,166,True,169,False,171,False,296
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,SANSYZBAYEVA Aisamal,2066324,7582.0,KAZ,11.0,100,True,105,True,109,False,130,False,130,True,135,False,235
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,JUSTINO DE LIMA Taiane,2085964,7359.0,BRA,9.0,102,True,105,True,108,True,135,True,141,True,145,True,253
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,THEISEN LAPPEN Mary Anne,2092625,12212.0,USA,5.0,118,False,118,True,122,False,151,True,156,True,162,False,274
Weightlifting,2024,Phuket,200017534,+87kg ,Women,2024-04-10,NIMO Susana,2463322,10255.0,NZL,12.0,93,True,98,True,103,True,112,True,115,True,118,True,221
